カテゴリ名,サブカテゴリ名,アイテム名,所要日数作業単位_数量,所要日数作業単位_単位,基本所要日数名,基本所要日数,歩掛作業単位_数量,歩掛作業単位_単位,基本歩掛名,歩掛カテゴリ,項目名,歩掛数量,歩掛単位,説明
道路付属施設防護柵設置工,ワイヤロープ設置工,ターンバックル設置,,,,,10,箇所,,労務,特殊作業員,2×10/D,,"表4.1,表5.1,"
道路付属施設防護柵設置工,ワイヤロープ設置工,ターンバックル設置,,,,,10,箇所,,労務,普通作業員,2×10/D,,"表4.1,表5.1,"
道路付属施設防護柵設置工,ワイヤロープ設置工,ターンバックル設置,,,,,10,箇所,,機械,トラック(クレーン装置付) 運転,1×10/D,日,"表3.1,表5.1 機械損料,"
道路付属施設防護柵設置工,ワイヤロープ設置工,ターンバックル設置,,,,,10,箇所,,,諸雑費,,1,"表6.2,"
道路付属施設防護柵設置工,ワイヤロープ設置工,橋梁部基礎・支柱設置,,,,,10,箇所,,労務,土木一般世話役,1×10/D,人,"表4.1,表5.1,"
道路付属施設防護柵設置工,ワイヤロープ設置工,橋梁部基礎・支柱設置,,,,,10,箇所,,労務,特殊作業員,1×10/D,,"表4.1,表5.1,"
道路付属施設防護柵設置工,ワイヤロープ設置工,橋梁部基礎・支柱設置,,,,,10,箇所,,労務,普通作業員,2×10/D,,"表4.1,表5.1,"
道路付属施設防護柵設置工,ワイヤロープ設置工,橋梁部基礎・支柱設置,,,,,10,箇所,,機械,トラック(クレーン装置付) 運転,1×10/D,日,"表3.1,表5.1 機械損料,"
道路付属施設防護柵設置工,ワイヤロープ設置工,橋梁部基礎・支柱設置,,,,,10,箇所,,,諸雑費,,1,","
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,労務,土木一般世話役,1×100/D,人,"表4.1,表5.1,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,労務,特殊作業員,3×100/D,,"表4.1,表5.1,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,労務,普通作業員,5×100/D,,"表4.1,表5.1,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,資材,アスファルト混合物,,t,"(注)1,表5.2,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,,瀝青材料,,l,"表5.3,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,機械,路面切削機運転,100/D,日,"表5.1 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,機械,路面清掃車運転,100/D,,"路面清掃車運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,機械,アスファルトフィニッシャ運転,100/D,,"アスファルトフィニッシャ運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,機械,ロードローラ運転,100/D,,"ロードローラ運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,機械,タイヤローラ運転,100/D,,"タイヤローラ運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工,切削オーバーレイ,,,,,100,m²,,,諸雑費,,1,"表6.1,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,労務,土木一般世話役,1×100/D,人,"表4.1,表5.1,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,労務,特殊作業員,3×100/D,,"表4.1,表5.1,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,労務,普通作業員,5×100/D,,"表4.1,表5.1,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,資材,アスファルト混合物,,t,"(注)1,3,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,,瀝青材料,,l,"(注)4,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,機械,路面切削機 (ICT)運転,100/D,日,"表5.1 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,機械,路面清掃車運転,100/D,,"路面清掃車運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,機械,アスファルトフィニッシャ運転,100/D,,"アスファルトフィニッシャ運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,機械,ロードローラ運転,100/D,,"ロードローラ運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,機械,タイヤローラ運転,100/D,,"タイヤローラ運転 機械損料,"
道路維持修繕,路面切削工 切削オーバーレイ工 (ICT),切削オーバーレイ (ICT),,,,,100,m²,,,諸雑費,,1,"表6.1,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,労務,土木一般世話役,1×1/8×T,人,"表4.1,(注)1,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,労務,特殊作業員,3×1/8×T,,"表4.1,(注)1,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,労務,普通作業員,4×1/8×T,,"表4.1,(注)1,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,,クラッシャラン,A,m³,"100m²×仕上り厚×(1+ロス率)=A,(注)2,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,資材,粒度調整砕石,B,m³,"100m²×仕上り厚×(1+ロス率)=B,(注)2,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,資材,アスファルト混合物,C,t,"100m²×仕上り厚×設計密度(t/m³)×(1+ロス率)=C,(注)3,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,大型ブレーカ運転,T/T,日,"表5.3,(注)4 機械賃料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,バックホウ(クローラ型)運転 (コンクリート圧砕装置ベースマシン),T/T,,"表5.3,(注)4 機械賃料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,バックホウ用アタッチメント [コンクリート圧砕装置 (小割機)],T/T,,"表5.3,(注)4 機械損料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,バックホウ (クローラ型)運転,(T_B2)/T,,"表5.4 機械賃料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,小型バックホウ (クローラ型)運転,T_0×層数/T,,"表5.5 機械損料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,タイヤローラ運転,(T_0×層数+T_F×層数)/T,,"表5.5,表5.6 機械賃料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,振動ローラ (舗装用)運転,(T_0×層数+T_F×層数)/T,,"表5.5,表5.6 機械賃料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,機械,アスファルトフィニッシャ運転,T_F×層数/T,,"表5.6 機械賃料,"
道路維持修繕,道路打換え工,大型ブレーカ又はコンクリート圧砕装置+機械施工,,,,,100,m²,,,諸雑費,,1,"表5.7,"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,労務,土木一般世話役,1×100/D,人,"1×100/D,表4.1,表5.1"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,労務,普通作業員,4×100/D,,"4×100/D,表4.1,表5.1"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,,添加剤,,kg,","
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,,混合用乳剤,,,",必要により計上する"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,,砂,,m³,",必要により計上する"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,機械,スタビライザ運転,100/D,日,"100/D,機械損料"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,機械,モータグレーダ運転,100/D,,"100/D,表5.1 機械損料"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,機械,ロードローラ運転,100/D,,"100/D,表5.1 機械損料"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,機械,タイヤローラ運転,100/D,,"100/D,表5.1 機械賃料"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,機械,振動ローラ (舗装用)運転,100/D,,"100/D,表5.1 機械賃料"
,道路維持修繕路上路盤再生工,路上路盤再生工,,,,,100,m²,,,諸雑費,1,1,"表6.1,"
道路維持修繕,アスファルト注入工,削孔,,,,,100,穴,,労務,土木一般世話役,,人,"表4.1,"
道路維持修繕,アスファルト注入工,削孔,,,,,100,穴,,労務,特殊作業員,,,"表4.1,"
道路維持修繕,アスファルト注入工,削孔,,,,,100,穴,,労務,普通作業員,,,"表4.1,"
道路維持修繕,アスファルト注入工,削孔,,,,,100,穴,,機械,空気圧縮機運転,,日,"表4.1 機械賃料,"
道路維持修繕,アスファルト注入工,削孔,,,,,100,穴,,,ハンドハンマ,,,"表4.1 機械損料,"
道路維持修繕,アスファルト注入工,削孔,,,,,100,穴,,機械,トラック運転,,h,"表4.1 機械損料,"
道路維持修繕,アスファルト注入工,削孔,,,,,100,穴,,,諸雑費,,1,"表4.1,"
道路維持修繕,アスファルト注入工,アスファルト注入,,,,,1,t,,労務,土木一般世話役,,人,"表4.2,"
道路維持修繕,アスファルト注入工,アスファルト注入,,,,,1,t,,労務,特殊作業員,,,"表4.2,"
道路維持修繕,アスファルト注入工,アスファルト注入,,,,,1,t,,労務,普通作業員,,,"表4.2,"
